Nro de factura,Fecha de factura,ID Cliente,Pais,Cantidad,Monto,Mes,Año
566242,2021-09-11 11:56:00,15502.0,United Kingdom,52,"160,60",9,2021
538094,2020-12-09 14:50:00,13117.0,United Kingdom,85,"186,03",12,2020
576984,2021-11-17 11:54:00,14332.0,United Kingdom,191,"280,97",11,2021
561673,2021-07-28 17:20:00,,United Kingdom,107,"0,00",7,2021
581322,2021-12-08 11:51:00,18223.0,United Kingdom,-2,"-3,80",12,2021
564331,2021-08-24 13:57:00,12569.0,Germany,-1,"-18,00",8,2021
546391,2021-03-11 14:06:00,17800.0,United Kingdom,69,"103,65",3,2021
580695,2021-12-05 16:03:00,13230.0,United Kingdom,228,"397,26",12,2021
548555,2021-04-01 09:21:00,13758.0,United Kingdom,108,"316,90",4,2021
536525,2020-12-01 12:54:00,14078.0,United Kingdom,29,"136,24",12,2020
550195,2021-04-15 09:55:00,14796.0,United Kingdom,-3,"-6,99",4,2021
552962,2021-05-12 12:56:00,14364.0,United Kingdom,371,"719,15",5,2021
558233,2021-06-27 14:36:00,18073.0,United Kingdom,263,"339,26",6,2021
569104,2021-09-30 12:30:00,15287.0,United Kingdom,176,"340,98",9,2021
548994,2021-04-05 14:07:00,,United Kingdom,32,"111,92",4,2021
553585,2021-05-18 10:41:00,15301.0,United Kingdom,311,"306,91",5,2021
569696,2021-10-05 15:36:00,16843.0,United Kingdom,4,"15,80",10,2021
538348,2020-12-10 14:59:00,,United Kingdom,30,"0,00",12,2020
539663,2020-12-21 10:26:00,17961.0,United Kingdom,79,"396,85",12,2020
538155,2020-12-09 16:52:00,16907.0,United Kingdom,68,"182,02",12,2020
538356,2020-12-10 15:56:00,14062.0,United Kingdom,712,"966,62",12,2020
542394,2021-01-27 15:11:00,,United Kingdom,65,"0,00",1,2021
564038,2021-08-22 12:32:00,16555.0,United Kingdom,90,"151,98",8,2021
536812,2020-12-02 16:58:00,16546.0,United Kingdom,-852,"-883,08",12,2020
560584,2021-07-19 15:38:00,13827.0,United Kingdom,32,"112,74",7,2021
549020,2021-04-05 15:36:00,13525.0,United Kingdom,208,"282,88",4,2021
576231,2021-11-14 13:24:00,14868.0,United Kingdom,-6,"-13,95",11,2021
553725,2021-05-18 16:51:00,17047.0,United Kingdom,145,"310,04",5,2021
566873,2021-09-15 13:31:00,12682.0,France,164,"240,28",9,2021
555109,2021-05-31 14:19:00,16023.0,United Kingdom,175,"322,85",5,2021
563451,2021-08-16 14:34:00,18241.0,United Kingdom,42,"104,70",8,2021
563740,2021-08-19 08:13:00,17747.0,United Kingdom,12,"71,40",8,2021
573148,2021-10-27 19:16:00,15469.0,United Kingdom,-1,"-19,95",10,2021
566482,2021-09-13 09:43:00,16609.0,United Kingdom,624,"1319,78",9,2021
552263,2021-05-08 11:38:00,15561.0,United Kingdom,51,"265,75",5,2021
545332,2021-03-01 15:52:00,12352.0,Norway,3,"840,30",3,2021
569682,2021-10-05 14:33:00,15351.0,United Kingdom,-10,"-50,98",10,2021
561599,2021-07-28 11:29:00,12853.0,United Kingdom,6,"47,70",7,2021
561519,2021-07-27 17:01:00,17870.0,United Kingdom,89,"83,99",7,2021
544775,2021-02-23 11:35:00,14211.0,United Kingdom,-4,"-2,60",2,2021
540008,2021-01-04 11:10:00,,United Kingdom,-48,"0,00",1,2021
540526,2021-01-09 13:41:00,14606.0,United Kingdom,154,"229,48",1,2021
580381,2021-12-02 17:58:00,,United Kingdom,-9,"0,00",12,2021
576554,2021-11-15 12:57:00,13066.0,United Kingdom,186,"318,99",11,2021
572659,2021-10-25 12:30:00,14527.0,United Kingdom,-1,"-80,00",10,2021
542892,2021-02-01 13:28:00,13784.0,United Kingdom,432,"155,52",2,2021
580676,2021-12-05 14:39:00,17817.0,United Kingdom,41,"117,98",12,2021
580639,2021-12-05 12:46:00,17254.0,United Kingdom,101,"102,13",12,2021
542859,2021-02-01 11:42:00,13606.0,United Kingdom,114,"70,02",2,2021
541110,2021-01-13 15:11:00,15916.0,United Kingdom,201,"342,61",1,2021
547644,2021-03-24 11:38:00,14267.0,United Kingdom,140,"418,18",3,2021
545071,2021-02-27 15:59:00,15996.0,United Kingdom,120,"222,29",2,2021
542388,2021-01-27 14:45:00,14239.0,United Kingdom,48,"159,60",1,2021
543675,2021-02-11 11:31:00,16013.0,United Kingdom,150,"382,50",2,2021
539271,2020-12-16 15:28:00,14639.0,United Kingdom,-1,"-10,95",12,2020
570962,2021-10-13 11:46:00,17509.0,United Kingdom,-1,"-1,25",10,2021
578705,2021-11-25 11:12:00,12531.0,Germany,45,"125,22",11,2021
551694,2021-05-03 13:36:00,,United Kingdom,2,"0,00",5,2021
579712,2021-11-30 14:17:00,15467.0,United Kingdom,75,"122,32",11,2021
556925,2021-06-15 14:23:00,16013.0,United Kingdom,-420,"-1155,00",6,2021
576608,2021-11-15 15:49:00,17381.0,United Kingdom,1152,"595,44",11,2021
580519,2021-12-04 14:51:00,,United Kingdom,938,"4171,41",12,2021
558126,2021-06-27 10:29:00,15482.0,United Kingdom,251,"666,06",6,2021
549682,2021-04-11 13:22:00,12596.0,Spain,156,"269,95",4,2021
562108,2021-08-02 15:40:00,17809.0,United Kingdom,89,"116,01",8,2021
547229,2021-03-21 15:49:00,17213.0,United Kingdom,-2,"-6,30",3,2021
555384,2021-06-02 15:20:00,13534.0,United Kingdom,-5,"-13,04",6,2021
561027,2021-07-24 10:54:00,13802.0,United Kingdom,778,"1468,36",7,2021
576238,2021-11-14 13:32:00,17769.0,United Kingdom,3,"6,24",11,2021
537435,2020-12-06 16:58:00,17920.0,United Kingdom,82,"221,50",12,2020
551840,2021-05-04 13:36:00,15144.0,United Kingdom,302,"1030,70",5,2021
571693,2021-10-18 14:44:00,14776.0,United Kingdom,440,"330,24",10,2021
546865,2021-03-17 15:46:00,14226.0,United Kingdom,-5,"-22,25",3,2021
557390,2021-06-20 11:12:00,,United Kingdom,-4,"0,00",6,2021
536632,2020-12-02 11:02:00,14388.0,United Kingdom,170,"312,80",12,2020
578317,2021-11-23 16:47:00,15398.0,United Kingdom,394,"710,68",11,2021
538875,2020-12-14 15:18:00,13756.0,United Kingdom,106,"307,80",12,2020
536520,2020-12-01 12:43:00,14729.0,United Kingdom,197,"313,49",12,2020
537144,2020-12-05 13:00:00,15880.0,United Kingdom,211,"343,28",12,2020
545858,2021-03-07 14:00:00,,United Kingdom,6,"24,00",3,2021
565367,2021-09-02 14:56:00,17091.0,United Kingdom,12,"7,44",9,2021
562139,2021-08-03 10:10:00,12921.0,United Kingdom,-7,"-14,55",8,2021
563076,2021-08-11 16:12:00,14646.0,Netherlands,14730,"19150,66",8,2021
536745,2020-12-02 13:38:00,17235.0,United Kingdom,126,"341,90",12,2020
544117,2021-02-16 11:48:00,12727.0,France,-1,"-18,00",2,2021
572750,2021-10-25 17:07:00,14395.0,United Kingdom,-1,"-9,95",10,2021
566174,2021-09-09 12:26:00,16309.0,United Kingdom,-2,"-19,90",9,2021
541566,2021-01-19 11:50:00,17722.0,United Kingdom,808,"833,44",1,2021
575135,2021-11-08 14:49:00,13928.0,United Kingdom,24,"131,22",11,2021
560579,2021-07-19 15:13:00,15867.0,United Kingdom,241,"566,13",7,2021
570007,2021-10-07 09:26:00,12519.0,Germany,183,"340,84",10,2021
539604,2020-12-20 14:06:00,16353.0,United Kingdom,24,"102,00",12,2020
545127,2021-02-28 12:04:00,,United Kingdom,-50,"0,00",2,2021
575269,2021-11-09 12:08:00,17865.0,United Kingdom,730,"1130,74",11,2021
566008,2021-09-08 12:04:00,16426.0,United Kingdom,91,"153,99",9,2021
542378,2021-01-27 13:56:00,,United Kingdom,192,"0,00",1,2021
558122,2021-06-27 09:35:00,16570.0,United Kingdom,256,"348,12",6,2021
581113,2021-12-07 12:19:00,14534.0,United Kingdom,83,"130,82",12,2021
571011,2021-10-13 12:13:00,,United Kingdom,-207,"0,00",10,2021
546751,2021-03-16 12:45:00,13668.0,United Kingdom,167,"311,66",3,2021
567482,2021-09-20 13:42:00,16464.0,United Kingdom,375,"613,25",9,2021
578063,2021-11-22 15:36:00,16929.0,United Kingdom,132,"235,96",11,2021
553855,2021-05-19 13:16:00,15854.0,United Kingdom,78,"310,50",5,2021
571189,2021-10-14 11:42:00,13213.0,United Kingdom,882,"556,70",10,2021
560873,2021-07-21 14:52:00,13881.0,United Kingdom,309,"563,07",7,2021
542536,2021-01-28 13:37:00,,United Kingdom,332,"1264,34",1,2021
546742,2021-03-16 12:26:00,12849.0,United Kingdom,514,"704,50",3,2021
574161,2021-11-03 11:34:00,17816.0,United Kingdom,3,"6,24",11,2021
580111,2021-12-01 15:55:00,12950.0,United Kingdom,716,"1171,40",12,2021
568646,2021-09-28 11:45:00,13430.0,United Kingdom,-7,"-15,86",9,2021
564142,2021-08-23 11:49:00,12477.0,Germany,-3,"-5,35",8,2021
550636,2021-04-19 15:37:00,,United Kingdom,421,"1098,39",4,2021
540032,2021-01-04 13:50:00,13397.0,United Kingdom,88,"299,92",1,2021
561867,2021-07-31 10:59:00,16931.0,United Kingdom,85,"115,61",7,2021
578681,2021-11-25 08:41:00,13579.0,United Kingdom,130,"302,34",11,2021
545825,2021-03-07 13:01:00,12839.0,United Kingdom,-2,"-3,30",3,2021
578627,2021-11-24 15:41:00,14709.0,United Kingdom,150,"312,00",11,2021
543352,2021-02-07 13:32:00,15577.0,United Kingdom,7,"29,65",2,2021
546242,2021-03-10 13:07:00,16743.0,United Kingdom,306,"360,78",3,2021
562457,2021-08-05 11:00:00,18079.0,United Kingdom,1232,"593,35",8,2021
566049,2021-09-08 14:28:00,15730.0,United Kingdom,175,"309,79",9,2021
561877,2021-07-31 12:16:00,16401.0,United Kingdom,485,"483,63",7,2021
566846,2021-09-15 11:54:00,14911.0,EIRE,85,"325,16",9,2021
579269,2021-11-29 09:48:00,14601.0,United Kingdom,168,"213,96",11,2021
557247,2021-06-17 15:09:00,12731.0,France,514,"1359,58",6,2021
546167,2021-03-10 10:13:00,15611.0,United Kingdom,-2,"-15,90",3,2021
547937,2021-03-28 14:27:00,15068.0,United Kingdom,130,"239,96",3,2021
575847,2021-11-11 12:07:00,18209.0,United Kingdom,58,"139,10",11,2021
578996,2021-11-27 16:02:00,13991.0,United Kingdom,173,"167,96",11,2021
543369,2021-02-07 14:49:00,16255.0,United Kingdom,92,"219,36",2,2021
570288,2021-10-10 11:47:00,16960.0,United Kingdom,133,"156,56",10,2021
578073,2021-11-22 16:02:00,18139.0,United Kingdom,-72,"-31,68",11,2021
538804,2020-12-14 11:56:00,13769.0,United Kingdom,-2,"-1,70",12,2020
565072,2021-08-31 17:22:00,,United Kingdom,-210,"0,00",8,2021
551262,2021-04-27 12:05:00,14527.0,United Kingdom,55,"117,66",4,2021
567643,2021-09-21 14:16:00,12409.0,Switzerland,-1,"-4,15",9,2021
543639,2021-02-10 16:52:00,16725.0,United Kingdom,60,"101,34",2,2021
557121,2021-06-16 17:35:00,14062.0,United Kingdom,160,"360,04",6,2021
571561,2021-10-18 10:02:00,14015.0,United Kingdom,378,"917,34",10,2021
545847,2021-03-07 13:40:00,15903.0,United Kingdom,-1,"-0,42",3,2021
546082,2021-03-09 11:25:00,12971.0,United Kingdom,612,"221,40",3,2021
537882,2020-12-09 09:25:00,15079.0,United Kingdom,45,"141,95",12,2020
545289,2021-03-01 11:55:00,14732.0,United Kingdom,242,"470,88",3,2021
557800,2021-06-23 09:56:00,12748.0,United Kingdom,1,"7,95",6,2021
544417,2021-02-18 15:13:00,17512.0,United Kingdom,-1,"-4,95",2,2021
575222,2021-11-09 11:33:00,16880.0,United Kingdom,146,"410,06",11,2021
555497,2021-06-03 15:03:00,16659.0,United Kingdom,72,"39,12",6,2021
564052,2021-08-22 13:40:00,15033.0,United Kingdom,120,"247,42",8,2021
547040,2021-03-20 10:53:00,15938.0,United Kingdom,42,"62,70",3,2021
545235,2021-03-01 10:31:00,12683.0,France,247,"352,20",3,2021
572463,2021-10-24 13:07:00,17652.0,United Kingdom,-7,"-75,65",10,2021
556269,2021-06-09 19:36:00,13456.0,United Kingdom,-9,"-28,90",6,2021
564642,2021-08-26 13:22:00,13527.0,United Kingdom,808,"336,34",8,2021
565723,2021-09-06 11:29:00,14408.0,United Kingdom,158,"301,80",9,2021
543277,2021-02-06 14:33:00,15808.0,United Kingdom,247,"751,20",2,2021
551461,2021-04-28 16:05:00,,United Kingdom,-3,"0,00",4,2021
566863,2021-09-15 12:47:00,13018.0,United Kingdom,18,"72,30",9,2021
569252,2021-10-03 10:38:00,14333.0,United Kingdom,58,"415,20",10,2021
553421,2021-05-17 10:23:00,16139.0,United Kingdom,84,"139,80",5,2021
559603,2021-07-11 11:27:00,,United Kingdom,1,"0,00",7,2021
557573,2021-06-21 10:56:00,15061.0,United Kingdom,96,"69,12",6,2021
551291,2021-04-27 14:26:00,14298.0,United Kingdom,3103,"1502,78",4,2021
562687,2021-08-08 13:53:00,15157.0,United Kingdom,-78,"-36,33",8,2021
566316,2021-09-12 10:07:00,,United Kingdom,682,"0,00",9,2021
539978,2020-12-23 14:06:00,13165.0,United Kingdom,496,"354,64",12,2020
539867,2020-12-23 10:38:00,13922.0,United Kingdom,93,"172,25",12,2020
547050,2021-03-20 12:02:00,17795.0,United Kingdom,191,"163,25",3,2021
538160,2020-12-09 17:18:00,,United Kingdom,288,"0,00",12,2020
540463,2021-01-07 13:13:00,12489.0,France,105,"334,93",1,2021
567853,2021-09-22 13:31:00,15484.0,United Kingdom,1478,"1636,52",9,2021
577754,2021-11-21 14:47:00,18139.0,United Kingdom,1524,"2675,28",11,2021
558370,2021-06-28 15:44:00,17750.0,United Kingdom,491,"323,00",6,2021
560691,2021-07-20 12:00:00,13136.0,United Kingdom,335,"533,04",7,2021
550997,2021-04-26 09:04:00,17735.0,United Kingdom,351,"488,01",4,2021
564840,2021-08-30 12:49:00,,United Kingdom,415,"1448,14",8,2021
554006,2021-05-20 12:25:00,13418.0,United Kingdom,-36,"-244,20",5,2021
572544,2021-10-24 16:34:00,16023.0,United Kingdom,131,"219,12",10,2021
555920,2021-06-07 16:35:00,18102.0,United Kingdom,2274,"10999,52",6,2021
553062,2021-05-13 11:25:00,13629.0,United Kingdom,450,"821,00",5,2021
548609,2021-04-01 11:22:00,15589.0,United Kingdom,-1,"-21,95",4,2021
559133,2021-07-06 13:13:00,17861.0,United Kingdom,582,"704,01",7,2021
569085,2021-09-30 11:57:00,17949.0,United Kingdom,1200,"1272,00",9,2021
559046,2021-07-05 15:41:00,14352.0,United Kingdom,14,"54,90",7,2021
541000,2021-01-13 10:11:00,,United Kingdom,-41,"0,00",1,2021
561239,2021-07-26 10:32:00,,EIRE,-6,"-12,30",7,2021
574869,2021-11-07 12:44:00,12708.0,Germany,140,"280,77",11,2021
549172,2021-04-06 17:27:00,,United Kingdom,-139,"0,00",4,2021
563186,2021-08-12 14:51:00,,United Kingdom,1,"-11062,06",8,2021
554340,2021-05-23 17:40:00,17017.0,United Kingdom,-19,"-31,25",5,2021
556828,2021-06-15 10:39:00,17284.0,United Kingdom,196,"184,19",6,2021
573877,2021-11-01 13:04:00,14432.0,United Kingdom,60,"109,80",11,2021
573901,2021-11-01 14:49:00,14191.0,United Kingdom,296,"294,58",11,2021
575194,2021-11-09 09:38:00,16767.0,United Kingdom,222,"359,46",11,2021
575214,2021-11-09 10:48:00,16751.0,United Kingdom,1031,"1764,72",11,2021
547388,2021-03-22 16:07:00,12352.0,Norway,-63,"-120,33",3,2021
576768,2021-11-16 13:13:00,13408.0,United Kingdom,460,"1145,32",11,2021
558385,2021-06-29 09:13:00,16525.0,United Kingdom,336,"478,08",6,2021
573393,2021-10-30 15:08:00,14158.0,United Kingdom,781,"507,66",10,2021
550204,2021-04-15 10:37:00,,United Kingdom,40,"279,60",4,2021
546657,2021-03-15 14:20:00,17816.0,United Kingdom,6,"5,10",3,2021
550287,2021-04-15 14:15:00,14211.0,United Kingdom,73,"138,79",4,2021
579012,2021-11-28 09:43:00,15511.0,United Kingdom,44,"164,93",11,2021
560050,2021-07-14 15:07:00,,United Kingdom,13,"32,39",7,2021
572308,2021-10-23 15:27:00,12748.0,United Kingdom,38,"54,51",10,2021
574048,2021-11-02 13:37:00,13769.0,United Kingdom,159,"301,97",11,2021
550714,2021-04-20 11:12:00,15249.0,United Kingdom,320,"478,20",4,2021
566603,2021-09-13 16:12:00,,United Kingdom,336,"1335,26",9,2021
563251,2021-08-15 11:39:00,12919.0,United Kingdom,63,"182,65",8,2021
542389,2021-01-27 14:46:00,12868.0,United Kingdom,119,"182,45",1,2021
546754,2021-03-16 13:13:00,13027.0,United Kingdom,960,"384,00",3,2021
581381,2021-12-08 12:54:00,16933.0,United Kingdom,161,"338,50",12,2021
539470,2020-12-19 14:03:00,14472.0,United Kingdom,102,"279,88",12,2020
574356,2021-11-04 10:48:00,,United Kingdom,753,"3803,96",11,2021
539079,2020-12-16 08:39:00,17496.0,United Kingdom,79,"271,05",12,2020
570279,2021-10-10 11:06:00,13694.0,United Kingdom,-3,"-24,00",10,2021
565439,2021-09-04 13:56:00,14852.0,United Kingdom,377,"554,21",9,2021
569871,2021-10-06 15:04:00,13089.0,United Kingdom,57,"330,15",10,2021
547577,2021-03-24 10:37:00,13183.0,United Kingdom,288,"513,84",3,2021
572684,2021-10-25 14:00:00,,United Kingdom,-20,"0,00",10,2021
549449,2021-04-08 14:12:00,14227.0,United Kingdom,111,"304,33",4,2021
551240,2021-04-27 11:48:00,,United Kingdom,41,"0,00",4,2021
565545,2021-09-05 12:09:00,,United Kingdom,1,"0,00",9,2021
571460,2021-10-17 14:06:00,,United Kingdom,6,"0,00",10,2021
572112,2021-10-20 19:13:00,14113.0,United Kingdom,-1,"-3,75",10,2021
577395,2021-11-18 17:10:00,12779.0,Poland,-8,"-19,36",11,2021
557429,2021-06-20 12:26:00,17857.0,United Kingdom,504,"181,44",6,2021
550807,2021-04-20 15:56:00,13717.0,United Kingdom,-1,"-12,75",4,2021
575951,2021-11-13 11:54:00,13450.0,United Kingdom,364,"316,44",11,2021
581071,2021-12-07 11:27:00,12375.0,Finland,-1,"-2,08",12,2021
555504,2021-06-03 15:43:00,15508.0,United Kingdom,4,"15,00",6,2021
558127,2021-06-27 10:42:00,13777.0,United Kingdom,120,"406,80",6,2021
564091,2021-08-23 09:57:00,15804.0,United Kingdom,259,"432,48",8,2021
547373,2021-03-22 13:52:00,13798.0,United Kingdom,350,"450,50",3,2021
580172,2021-12-02 11:43:00,17949.0,United Kingdom,24,"129,36",12,2021
555407,2021-06-03 07:48:00,12775.0,Netherlands,329,"419,80",6,2021
574309,2021-11-03 16:54:00,,United Kingdom,1,"2,55",11,2021
556318,2021-06-10 10:49:00,16767.0,United Kingdom,382,"399,18",6,2021
572428,2021-10-24 12:03:00,17949.0,United Kingdom,-1,"-464,90",10,2021
562213,2021-08-03 13:39:00,13975.0,United Kingdom,322,"384,34",8,2021
549330,2021-04-08 10:53:00,,United Kingdom,-28,"0,00",4,2021
581476,2021-12-09 08:48:00,12433.0,Norway,2215,"2618,89",12,2021
563692,2021-08-18 13:01:00,17243.0,United Kingdom,51,"278,55",8,2021
570709,2021-10-12 10:13:00,,United Kingdom,19,"0,00",10,2021
546307,2021-03-10 16:22:00,,United Kingdom,280,"0,00",3,2021
578042,2021-11-22 14:25:00,17500.0,United Kingdom,6,"510,00",11,2021
570502,2021-10-11 09:24:00,14744.0,United Kingdom,35,"83,75",10,2021
547853,2021-03-27 12:11:00,15615.0,United Kingdom,-7,"-13,75",3,2021
571121,2021-10-14 09:21:00,18228.0,United Kingdom,97,"359,51",10,2021
565443,2021-09-04 14:22:00,12567.0,France,509,"891,82",9,2021
574078,2021-11-02 16:16:00,14911.0,EIRE,-2,"-16,75",11,2021
548499,2021-03-31 13:47:00,17075.0,United Kingdom,60,"133,47",3,2021
537446,2020-12-07 09:13:00,18055.0,United Kingdom,201,"569,03",12,2020
572932,2021-10-27 10:14:00,15791.0,United Kingdom,173,"389,45",10,2021
553222,2021-05-16 10:10:00,13662.0,United Kingdom,-2,"-7,03",5,2021
543125,2021-02-03 14:41:00,17214.0,United Kingdom,22,"132,50",2,2021
580503,2021-12-04 13:20:00,13956.0,United Kingdom,51,"156,50",12,2021
573032,2021-10-27 13:36:00,18211.0,United Kingdom,101,"130,67",10,2021
577906,2021-11-22 11:51:00,13268.0,United Kingdom,76,"22,04",11,2021
554137,2021-05-23 10:13:00,12708.0,Germany,163,"371,95",5,2021
574250,2021-11-03 13:09:00,17634.0,United Kingdom,104,"133,66",11,2021
543370,2021-02-07 14:51:00,12359.0,Cyprus,465,"1838,91",2,2021
542393,2021-01-27 15:02:00,18125.0,United Kingdom,392,"556,46",1,2021
545434,2021-03-02 15:24:00,13410.0,United Kingdom,-3,"-5,85",3,2021
546828,2021-03-17 11:56:00,13185.0,United Kingdom,12,"71,40",3,2021
562805,2021-08-09 14:51:00,,United Kingdom,1,"3,59",8,2021
544321,2021-02-17 15:42:00,,United Kingdom,120,"0,00",2,2021
578020,2021-11-22 13:20:00,16979.0,United Kingdom,206,"418,03",11,2021
566232,2021-09-11 10:58:00,15159.0,United Kingdom,82,"175,04",9,2021
541859,2021-01-23 15:34:00,14606.0,United Kingdom,177,"265,18",1,2021
553625,2021-05-18 10:50:00,16684.0,United Kingdom,348,"822,60",5,2021
547556,2021-03-23 16:45:00,17250.0,United Kingdom,70,"162,65",3,2021
552555,2021-05-10 11:20:00,18242.0,United Kingdom,118,"314,26",5,2021
539722,2020-12-21 13:45:00,14911.0,EIRE,354,"762,30",12,2020
554001,2021-05-20 11:54:00,16818.0,United Kingdom,-1,"-1,65",5,2021
544441,2021-02-20 10:29:00,16566.0,United Kingdom,14,"94,90",2,2021
545001,2021-02-25 12:40:00,16841.0,United Kingdom,230,"317,38",2,2021
553727,2021-05-18 16:56:00,13531.0,United Kingdom,71,"178,35",5,2021
578187,2021-11-23 11:40:00,14336.0,United Kingdom,770,"500,52",11,2021
569525,2021-10-04 14:48:00,16474.0,United Kingdom,-5,"-9,55",10,2021
564333,2021-08-24 14:14:00,13199.0,United Kingdom,96,"116,16",8,2021
568690,2021-09-28 14:43:00,16332.0,United Kingdom,280,"469,02",9,2021
551863,2021-05-04 16:12:00,16145.0,United Kingdom,-5,"-2,41",5,2021
537350,2020-12-06 12:23:00,14708.0,United Kingdom,350,"419,06",12,2020
555242,2021-06-01 13:40:00,16424.0,United Kingdom,88,"133,56",6,2021
543041,2021-02-02 17:08:00,16405.0,United Kingdom,3,"6,85",2,2021
568798,2021-09-29 10:23:00,12615.0,France,338,"576,65",9,2021
564340,2021-08-24 14:50:00,,United Kingdom,-1,"-4527,65",8,2021
575575,2021-11-10 11:44:00,17652.0,United Kingdom,-3,"-17,85",11,2021
571657,2021-10-18 12:44:00,13835.0,United Kingdom,105,"205,57",10,2021
548556,2021-04-01 09:25:00,13694.0,United Kingdom,122,"237,90",4,2021
560044,2021-07-14 14:47:00,14258.0,United Kingdom,-2,"-19,90",7,2021
578830,2021-11-25 14:58:00,15186.0,United Kingdom,53,"182,15",11,2021
574486,2021-11-04 12:56:00,15329.0,United Kingdom,-4,"-26,50",11,2021
571929,2021-10-19 16:47:00,,United Kingdom,3,"4,53",10,2021
557128,2021-06-16 19:49:00,14765.0,United Kingdom,18,"80,50",6,2021
570476,2021-10-10 16:54:00,17509.0,United Kingdom,-1,"-1,25",10,2021
566982,2021-09-16 10:15:00,,United Kingdom,1,"0,00",9,2021
564373,2021-08-25 09:56:00,15290.0,United Kingdom,90,"341,10",8,2021
538852,2020-12-14 13:33:00,17372.0,United Kingdom,107,"198,07",12,2020
581196,2021-12-07 17:25:00,12935.0,United Kingdom,324,"331,30",12,2021
547676,2021-03-24 14:15:00,15189.0,United Kingdom,-2,"-21,90",3,2021
553058,2021-05-13 10:44:00,17790.0,United Kingdom,64,"149,34",5,2021
564357,2021-08-24 15:51:00,14973.0,United Kingdom,63,"302,96",8,2021
558895,2021-07-04 15:54:00,12619.0,Germany,1,"389,68",7,2021
566089,2021-09-09 10:31:00,14062.0,United Kingdom,528,"998,88",9,2021
571305,2021-10-17 09:55:00,,United Kingdom,367,"2729,23",10,2021
556208,2021-06-09 13:51:00,14040.0,United Kingdom,198,"506,68",6,2021
560823,2021-07-21 11:22:00,,United Kingdom,-1,"-21,90",7,2021
557900,2021-06-23 14:36:00,13098.0,United Kingdom,323,"617,70",6,2021
559980,2021-07-14 11:28:00,17314.0,United Kingdom,129,"202,87",7,2021
575670,2021-11-10 15:02:00,13081.0,United Kingdom,-1,"-2,55",11,2021
558271,2021-06-28 10:17:00,13895.0,United Kingdom,188,"382,46",6,2021
552270,2021-05-08 11:56:00,16928.0,United Kingdom,49,"105,55",5,2021
556442,2021-06-10 15:22:00,15098.0,United Kingdom,60,"297,00",6,2021
543183,2021-02-04 11:13:00,14560.0,United Kingdom,8,"46,70",2,2021
540002,2021-01-04 10:23:00,16656.0,United Kingdom,188,"310,28",1,2021
559900,2021-07-13 12:27:00,13089.0,United Kingdom,132,"214,20",7,2021
554579,2021-05-25 10:56:00,18229.0,United Kingdom,92,"469,00",5,2021
547003,2021-03-18 14:13:00,14155.0,United Kingdom,25,"118,75",3,2021
562151,2021-08-03 10:55:00,17053.0,United Kingdom,-1,"-2,10",8,2021
556414,2021-06-10 12:14:00,13985.0,United Kingdom,-8,"-35,60",6,2021
545040,2021-02-27 10:25:00,13684.0,United Kingdom,-1,"-3,00",2,2021
567188,2021-09-19 09:04:00,12457.0,Cyprus,33,"196,35",9,2021
539920,2020-12-23 11:06:00,14085.0,United Kingdom,153,"390,95",12,2020
562614,2021-08-08 12:15:00,17961.0,United Kingdom,13,"24,88",8,2021
574719,2021-11-06 14:38:00,14511.0,United Kingdom,260,"365,16",11,2021
555267,2021-06-01 16:15:00,16359.0,United Kingdom,-23,"-28,75",6,2021
549190,2021-04-07 10:13:00,13748.0,United Kingdom,84,"229,40",4,2021
546724,2021-03-16 11:02:00,12845.0,United Kingdom,4,"6,70",3,2021
550711,2021-04-20 11:06:00,18102.0,United Kingdom,328,"1196,96",4,2021
556474,2021-06-12 12:01:00,16007.0,United Kingdom,163,"363,70",6,2021
550288,2021-04-15 14:21:00,17367.0,United Kingdom,150,"168,40",4,2021
573187,2021-10-28 11:38:00,12709.0,Germany,-1,"-8,50",10,2021
579938,2021-12-01 10:18:00,14146.0,United Kingdom,660,"1225,16",12,2021
548901,2021-04-04 16:47:00,,United Kingdom,18,"26,46",4,2021
553662,2021-05-18 12:07:00,14758.0,United Kingdom,59,"224,47",5,2021
551517,2021-05-01 11:14:00,16931.0,United Kingdom,136,"204,24",5,2021
547673,2021-03-24 13:57:00,,United Kingdom,13,"0,00",3,2021
540566,2021-01-10 10:58:00,17811.0,United Kingdom,83,"185,97",1,2021
550327,2021-04-17 13:07:00,12878.0,United Kingdom,335,"539,81",4,2021
538591,2020-12-13 11:44:00,14741.0,United Kingdom,296,"310,80",12,2020
539285,2020-12-16 15:59:00,15366.0,United Kingdom,61,"105,54",12,2020
539273,2020-12-16 15:30:00,13209.0,United Kingdom,-2,"-14,00",12,2020
564963,2021-08-31 14:52:00,15582.0,United Kingdom,152,"237,90",8,2021
581118,2021-12-07 12:26:00,15136.0,United Kingdom,126,"212,40",12,2021
554991,2021-05-29 14:03:00,14823.0,United Kingdom,32,"142,00",5,2021
572554,2021-10-24 17:16:00,17317.0,United Kingdom,-36,"-38,16",10,2021
572297,2021-10-23 14:30:00,15953.0,United Kingdom,55,"161,81",10,2021
548110,2021-03-29 12:20:00,,United Kingdom,-27,"0,00",3,2021
547559,2021-03-23 17:27:00,,United Kingdom,-524,"0,00",3,2021
575342,2021-11-09 14:44:00,17528.0,United Kingdom,103,"373,27",11,2021
